country,mw,layer,seed,nodes,n_completed,n_truncated,energy_kwh,ci_weighted_mean,cfe_canonical_pct,co2_g_it,co2_g_facility,source,_wall_s,v1_n_jobs,d_cfe_vs_fcfs_pp,d_ci_vs_fcfs_g,d_cfe_vs_easy_fcfs_pp,d_ci_vs_easy_fcfs_g,d_cfe_vs_saf_pp,d_ci_vs_saf_g,d_cfe_vs_replay_pp,d_ci_vs_replay_g
PL,10,fsla_none,3,6667,,,3622.6933,602.7385,24.6577,2101795.9922,3521626.5360,v1_fsla_dispatcher,0.0000,20000.0000,12.8761,103.0088,12.8761,103.0088,12.8761,103.0088,12.8761,103.0088
PL,10,fsla_none,4,6667,,,3622.6933,602.7385,24.6577,2101795.9922,3521626.5360,v1_fsla_dispatcher,0.0000,20000.0000,12.8761,103.0088,12.8761,103.0088,12.8761,103.0088,12.8761,103.0088
PL,10,fsla_none,5,6667,,,3622.6933,602.7385,24.6577,2101795.9922,3521626.5360,v1_fsla_dispatcher,0.0000,20000.0000,12.8761,103.0088,12.8761,103.0088,12.8761,103.0088,12.8761,103.0088
PL,10,fsla_none,6,6667,,,3622.6933,602.7385,24.6577,2101795.9922,3521626.5360,v1_fsla_dispatcher,0.0000,20000.0000,12.8761,103.0088,12.8761,103.0088,12.8761,103.0088,12.8761,103.0088
PL,10,fsla_none,7,6667,,,3622.6933,602.7385,24.6577,2101795.9922,3521626.5360,v1_fsla_dispatcher,0.0000,20000.0000,12.8761,103.0088,12.8761,103.0088,12.8761,103.0088,12.8761,103.0088
PL,10,replay,0,6667,20000.0000,0.0000,2392.4925,705.7474,11.7816,1688495.2470,2026194.2964,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
PL,10,replay,1,6667,20000.0000,0.0000,2392.4925,705.7474,11.7816,1688495.2470,2026194.2964,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
PL,10,replay,2,6667,20000.0000,0.0000,2392.4925,705.7474,11.7816,1688495.2470,2026194.2964,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
PL,10,replay,3,6667,20000.0000,0.0000,2392.4925,705.7474,11.7816,1688495.2470,2026194.2964,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
PL,10,replay,4,6667,20000.0000,0.0000,2392.4925,705.7474,11.7816,1688495.2470,2026194.2964,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
PL,10,replay,5,6667,20000.0000,0.0000,2392.4925,705.7474,11.7816,1688495.2470,2026194.2964,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
PL,10,replay,6,6667,20000.0000,0.0000,2392.4925,705.7474,11.7816,1688495.2470,2026194.2964,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
PL,10,replay,7,6667,20000.0000,0.0000,2392.4925,705.7474,11.7816,1688495.2470,2026194.2964,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
PL,10,saf,0,6667,20000.0000,0.0000,2392.4925,705.7474,11.7816,1688495.2470,2026194.2964,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,10,saf,1,6667,20000.0000,0.0000,2392.4925,705.7474,11.7816,1688495.2470,2026194.2964,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,10,saf,2,6667,20000.0000,0.0000,2392.4925,705.7474,11.7816,1688495.2470,2026194.2964,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,10,saf,3,6667,20000.0000,0.0000,2392.4925,705.7474,11.7816,1688495.2470,2026194.2964,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,10,saf,4,6667,20000.0000,0.0000,2392.4925,705.7474,11.7816,1688495.2470,2026194.2964,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,10,saf,5,6667,20000.0000,0.0000,2392.4925,705.7474,11.7816,1688495.2470,2026194.2964,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,10,saf,6,6667,20000.0000,0.0000,2392.4925,705.7474,11.7816,1688495.2470,2026194.2964,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,10,saf,7,6667,20000.0000,0.0000,2392.4925,705.7474,11.7816,1688495.2470,2026194.2964,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,50,easy_fcfs,0,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,50,easy_fcfs,1,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,50,easy_fcfs,2,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,50,easy_fcfs,3,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,50,easy_fcfs,4,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,50,easy_fcfs,5,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,50,easy_fcfs,6,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,50,easy_fcfs,7,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,50,fcfs,0,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,50,fcfs,1,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,50,fcfs,2,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,50,fcfs,3,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,50,fcfs,4,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,50,fcfs,5,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,50,fcfs,6,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,50,fcfs,7,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,50,fsla_M0,0,33333,,,34941.1417,664.1874,16.9766,22208474.1433,404854085.7320,v1_fsla_dispatcher,0.0000,20000.0000,5.1974,41.5794,5.1974,41.5794,5.1974,41.5794,5.1974,41.5794
PL,50,fsla_M0,1,33333,,,34941.1417,664.1948,16.9756,22206118.5860,404860065.6666,v1_fsla_dispatcher,0.0000,20000.0000,5.1965,41.5720,5.1965,41.5720,5.1965,41.5720,5.1965,41.5720
PL,50,fsla_M0,2,33333,,,34941.1417,664.1958,16.9755,22232240.0617,403846054.7236,v1_fsla_dispatcher,0.0000,20000.0000,5.1964,41.5711,5.1964,41.5711,5.1964,41.5711,5.1964,41.5711
PL,50,fsla_M0,3,33333,,,34941.1417,664.1858,16.9768,22209471.6015,405040141.0833,v1_fsla_dispatcher,0.0000,20000.0000,5.1976,41.5811,5.1976,41.5811,5.1976,41.5811,5.1976,41.5811
PL,50,fsla_M0,4,33333,,,34941.1417,664.1982,16.9752,22237194.0900,403832761.3149,v1_fsla_dispatcher,0.0000,20000.0000,5.1961,41.5686,5.1961,41.5686,5.1961,41.5686,5.1961,41.5686
PL,50,fsla_M0,5,33333,,,34941.1417,664.1853,16.9768,22204349.9659,405093654.7735,v1_fsla_dispatcher,0.0000,20000.0000,5.1977,41.5815,5.1977,41.5815,5.1977,41.5815,5.1977,41.5815
PL,50,fsla_M0,6,33333,,,34941.1417,664.1874,16.9766,22207048.9349,404567833.9848,v1_fsla_dispatcher,0.0000,20000.0000,5.1974,41.5794,5.1974,41.5794,5.1974,41.5794,5.1974,41.5794
PL,50,fsla_M0,7,33333,,,34941.1417,664.1853,16.9768,22204349.9659,405093654.7735,v1_fsla_dispatcher,0.0000,20000.0000,5.1977,41.5815,5.1977,41.5815,5.1977,41.5815,5.1977,41.5815
PL,50,fsla_M1,0,33333,,,34941.1417,664.1874,16.9766,22208474.1433,404854085.7320,v1_fsla_dispatcher,0.0000,20000.0000,5.1974,41.5794,5.1974,41.5794,5.1974,41.5794,5.1974,41.5794
PL,50,fsla_M1,1,33333,,,34941.1417,664.1948,16.9756,22206118.5860,404860065.6666,v1_fsla_dispatcher,0.0000,20000.0000,5.1965,41.5720,5.1965,41.5720,5.1965,41.5720,5.1965,41.5720
PL,50,fsla_M1,2,33333,,,34941.1417,664.1958,16.9755,22232240.0617,403846054.7236,v1_fsla_dispatcher,0.0000,20000.0000,5.1964,41.5711,5.1964,41.5711,5.1964,41.5711,5.1964,41.5711
PL,50,fsla_M1,3,33333,,,34941.1417,664.1858,16.9768,22209471.6015,405040141.0833,v1_fsla_dispatcher,0.0000,20000.0000,5.1976,41.5811,5.1976,41.5811,5.1976,41.5811,5.1976,41.5811
PL,50,fsla_M1,4,33333,,,34941.1417,664.1982,16.9752,22237194.0900,403832761.3149,v1_fsla_dispatcher,0.0000,20000.0000,5.1961,41.5686,5.1961,41.5686,5.1961,41.5686,5.1961,41.5686
PL,50,fsla_M1,5,33333,,,34941.1417,664.1853,16.9768,22204349.9659,405093654.7735,v1_fsla_dispatcher,0.0000,20000.0000,5.1977,41.5815,5.1977,41.5815,5.1977,41.5815,5.1977,41.5815
PL,50,fsla_M1,6,33333,,,34941.1417,664.1874,16.9766,22207048.9349,404567833.9848,v1_fsla_dispatcher,0.0000,20000.0000,5.1974,41.5794,5.1974,41.5794,5.1974,41.5794,5.1974,41.5794
PL,50,fsla_M1,7,33333,,,34941.1417,664.1853,16.9768,22204349.9659,405093654.7735,v1_fsla_dispatcher,0.0000,20000.0000,5.1977,41.5815,5.1977,41.5815,5.1977,41.5815,5.1977,41.5815
PL,50,fsla_M2,0,33333,,,34941.1417,664.1874,16.9766,22208474.1433,404854085.7320,v1_fsla_dispatcher,0.0000,20000.0000,5.1974,41.5794,5.1974,41.5794,5.1974,41.5794,5.1974,41.5794
PL,50,fsla_M2,1,33333,,,34941.1417,664.1948,16.9756,22206118.5860,404860065.6666,v1_fsla_dispatcher,0.0000,20000.0000,5.1965,41.5720,5.1965,41.5720,5.1965,41.5720,5.1965,41.5720
PL,50,fsla_M2,2,33333,,,34941.1417,664.1958,16.9755,22232240.0617,403846054.7236,v1_fsla_dispatcher,0.0000,20000.0000,5.1964,41.5711,5.1964,41.5711,5.1964,41.5711,5.1964,41.5711
PL,50,fsla_M2,3,33333,,,34941.1417,664.1858,16.9768,22209471.6015,405040141.0833,v1_fsla_dispatcher,0.0000,20000.0000,5.1976,41.5811,5.1976,41.5811,5.1976,41.5811,5.1976,41.5811
PL,50,fsla_M2,4,33333,,,34941.1417,664.1982,16.9752,22237194.0900,403832761.3149,v1_fsla_dispatcher,0.0000,20000.0000,5.1961,41.5686,5.1961,41.5686,5.1961,41.5686,5.1961,41.5686
PL,50,fsla_M2,5,33333,,,34941.1417,664.1853,16.9768,22204349.9659,405093654.7735,v1_fsla_dispatcher,0.0000,20000.0000,5.1977,41.5815,5.1977,41.5815,5.1977,41.5815,5.1977,41.5815
PL,50,fsla_M2,6,33333,,,34941.1417,664.1874,16.9766,22207048.9349,404567833.9848,v1_fsla_dispatcher,0.0000,20000.0000,5.1974,41.5794,5.1974,41.5794,5.1974,41.5794,5.1974,41.5794
PL,50,fsla_M2,7,33333,,,34941.1417,664.1853,16.9768,22204349.9659,405093654.7735,v1_fsla_dispatcher,0.0000,20000.0000,5.1977,41.5815,5.1977,41.5815,5.1977,41.5815,5.1977,41.5815
PL,50,fsla_M3,0,33333,,,34941.1417,664.1874,16.9766,22208474.1433,404854085.7320,v1_fsla_dispatcher,0.0000,20000.0000,5.1974,41.5794,5.1974,41.5794,5.1974,41.5794,5.1974,41.5794
PL,50,fsla_M3,1,33333,,,34941.1417,664.1948,16.9756,22206118.5860,404860065.6666,v1_fsla_dispatcher,0.0000,20000.0000,5.1965,41.5720,5.1965,41.5720,5.1965,41.5720,5.1965,41.5720
PL,50,fsla_M3,2,33333,,,34941.1417,664.1958,16.9755,22232240.0617,403846054.7236,v1_fsla_dispatcher,0.0000,20000.0000,5.1964,41.5711,5.1964,41.5711,5.1964,41.5711,5.1964,41.5711
PL,50,fsla_M3,3,33333,,,34941.1417,664.1858,16.9768,22209471.6015,405040141.0833,v1_fsla_dispatcher,0.0000,20000.0000,5.1976,41.5811,5.1976,41.5811,5.1976,41.5811,5.1976,41.5811
PL,50,fsla_M3,4,33333,,,34941.1417,664.1982,16.9752,22237194.0900,403832761.3149,v1_fsla_dispatcher,0.0000,20000.0000,5.1961,41.5686,5.1961,41.5686,5.1961,41.5686,5.1961,41.5686
PL,50,fsla_M3,5,33333,,,34941.1417,664.1853,16.9768,22204349.9659,405093654.7735,v1_fsla_dispatcher,0.0000,20000.0000,5.1977,41.5815,5.1977,41.5815,5.1977,41.5815,5.1977,41.5815
PL,50,fsla_M3,6,33333,,,34941.1417,664.1874,16.9766,22207048.9349,404567833.9848,v1_fsla_dispatcher,0.0000,20000.0000,5.1974,41.5794,5.1974,41.5794,5.1974,41.5794,5.1974,41.5794
PL,50,fsla_M3,7,33333,,,34941.1417,664.1853,16.9768,22204349.9659,405093654.7735,v1_fsla_dispatcher,0.0000,20000.0000,5.1977,41.5815,5.1977,41.5815,5.1977,41.5815,5.1977,41.5815
PL,50,fsla_none,0,33333,,,18029.1283,602.9651,24.6294,10457477.9044,134403608.1889,v1_fsla_dispatcher,0.0000,20000.0000,12.8502,102.8018,12.8502,102.8018,12.8502,102.8018,12.8502,102.8018
PL,50,fsla_none,1,33333,,,18029.1283,602.9651,24.6294,10457477.9044,134403608.1889,v1_fsla_dispatcher,0.0000,20000.0000,12.8502,102.8018,12.8502,102.8018,12.8502,102.8018,12.8502,102.8018
PL,50,fsla_none,2,33333,,,18029.1283,602.9651,24.6294,10457477.9044,134403608.1889,v1_fsla_dispatcher,0.0000,20000.0000,12.8502,102.8018,12.8502,102.8018,12.8502,102.8018,12.8502,102.8018
PL,50,fsla_none,3,33333,,,18029.1283,602.9651,24.6294,10457477.9044,134403608.1889,v1_fsla_dispatcher,0.0000,20000.0000,12.8502,102.8018,12.8502,102.8018,12.8502,102.8018,12.8502,102.8018
PL,50,fsla_none,4,33333,,,18029.1283,602.9651,24.6294,10457477.9044,134403608.1889,v1_fsla_dispatcher,0.0000,20000.0000,12.8502,102.8018,12.8502,102.8018,12.8502,102.8018,12.8502,102.8018
PL,50,fsla_none,5,33333,,,18029.1283,602.9651,24.6294,10457477.9044,134403608.1889,v1_fsla_dispatcher,0.0000,20000.0000,12.8502,102.8018,12.8502,102.8018,12.8502,102.8018,12.8502,102.8018
PL,50,fsla_none,6,33333,,,18029.1283,602.9651,24.6294,10457477.9044,134403608.1889,v1_fsla_dispatcher,0.0000,20000.0000,12.8502,102.8018,12.8502,102.8018,12.8502,102.8018,12.8502,102.8018
PL,50,fsla_none,7,33333,,,18029.1283,602.9651,24.6294,10457477.9044,134403608.1889,v1_fsla_dispatcher,0.0000,20000.0000,12.8502,102.8018,12.8502,102.8018,12.8502,102.8018,12.8502,102.8018
PL,50,replay,0,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,50,replay,1,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,50,replay,2,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,50,replay,3,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,50,replay,4,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,50,replay,5,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,50,replay,6,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,50,replay,7,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PL,50,saf,0,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000
PL,50,saf,1,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000
PL,50,saf,2,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000
PL,50,saf,3,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000
PL,50,saf,4,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000
PL,50,saf,5,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000
PL,50,saf,6,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000
PL,50,saf,7,33333,20000.0000,0.0000,11867.9133,705.7668,11.7791,8375979.7878,10051175.7454,v2_scheduler,0.0000,,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000
SE,1,easy_fcfs,0,667,20000.0000,0.0000,259.4721,12.1492,98.4813,3152.3818,3782.8582,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SE,1,easy_fcfs,1,667,20000.0000,0.0000,259.4721,12.1492,98.4813,3152.3818,3782.8582,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SE,1,easy_fcfs,2,667,20000.0000,0.0000,259.4721,12.1492,98.4813,3152.3818,3782.8582,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SE,1,easy_fcfs,3,667,20000.0000,0.0000,259.4721,12.1492,98.4813,3152.3818,3782.8582,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SE,1,easy_fcfs,4,667,20000.0000,0.0000,259.4721,12.1492,98.4813,3152.3818,3782.8582,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SE,1,easy_fcfs,5,667,20000.0000,0.0000,259.4721,12.1492,98.4813,3152.3818,3782.8582,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SE,1,easy_fcfs,6,667,20000.0000,0.0000,259.4721,12.1492,98.4813,3152.3818,3782.8582,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SE,1,easy_fcfs,7,667,20000.0000,0.0000,259.4721,12.1492,98.4813,3152.3818,3782.8582,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SE,1,fcfs,0,667,20000.0000,0.0000,259.4721,12.1492,98.4813,3152.3818,3782.8582,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SE,1,fcfs,1,667,20000.0000,0.0000,259.4721,12.1492,98.4813,3152.3818,3782.8582,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SE,1,fcfs,2,667,20000.0000,0.0000,259.4721,12.1492,98.4813,3152.3818,3782.8582,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SE,1,fcfs,3,667,20000.0000,0.0000,259.4721,12.1492,98.4813,3152.3818,3782.8582,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SE,1,fcfs,4,667,20000.0000,0.0000,259.4721,12.1492,98.4813,3152.3818,3782.8582,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SE,1,fcfs,5,667,20000.0000,0.0000,259.4721,12.1492,98.4813,3152.3818,3782.8582,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SE,1,fcfs,6,667,20000.0000,0.0000,259.4721,12.1492,98.4813,3152.3818,3782.8582,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SE,1,fcfs,7,667,20000.0000,0.0000,259.4721,12.1492,98.4813,3152.3818,3782.8582,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SE,1,fsla_M0,0,667,,,765.1025,11.7224,98.5347,8903.7067,10551.9870,v1_fsla_dispatcher,0.0000,20000.0000,0.0534,0.4268,0.0534,0.4268,0.0534,0.4268,0.0534,0.4268
SE,1,fsla_M0,1,667,,,866.8525,11.7783,98.5277,10098.0955,11894.6973,v1_fsla_dispatcher,0.0000,20000.0000,0.0464,0.3709,0.0464,0.3709,0.0464,0.3709,0.0464,0.3709
SE,1,fsla_M0,2,667,,,866.8525,11.7783,98.5277,10098.0548,11899.2920,v1_fsla_dispatcher,0.0000,20000.0000,0.0464,0.3709,0.0464,0.3709,0.0464,0.3709,0.0464,0.3709
SE,1,fsla_M0,3,667,,,765.1275,11.7224,98.5347,8904.5269,10542.6124,v1_fsla_dispatcher,0.0000,20000.0000,0.0534,0.4268,0.0534,0.4268,0.0534,0.4268,0.0534,0.4268
SE,1,fsla_M0,4,667,,,866.8525,11.7783,98.5277,10097.8237,11908.0628,v1_fsla_dispatcher,0.0000,20000.0000,0.0464,0.3709,0.0464,0.3709,0.0464,0.3709,0.0464,0.3709
SE,1,fsla_M0,5,667,,,866.8525,11.7783,98.5277,10098.2373,11894.5375,v1_fsla_dispatcher,0.0000,20000.0000,0.0464,0.3709,0.0464,0.3709,0.0464,0.3709,0.0464,0.3709
SE,1,fsla_M0,6,667,,,866.8525,11.7783,98.5277,10098.1112,11894.7149,v1_fsla_dispatcher,0.0000,20000.0000,0.0464,0.3709,0.0464,0.3709,0.0464,0.3709,0.0464,0.3709
SE,1,fsla_M0,7,667,,,866.8525,11.7783,98.5277,10098.2373,11894.5375,v1_fsla_dispatcher,0.0000,20000.0000,0.0464,0.3709,0.0464,0.3709,0.0464,0.3709,0.0464,0.3709
SE,1,fsla_M1,0,667,,,765.1025,11.7224,98.5347,8903.7067,10551.9870,v1_fsla_dispatcher,0.0000,20000.0000,0.0534,0.4268,0.0534,0.4268,0.0534,0.4268,0.0534,0.4268
SE,1,fsla_M1,1,667,,,866.8525,11.7783,98.5277,10098.0955,11894.6973,v1_fsla_dispatcher,0.0000,20000.0000,0.0464,0.3709,0.0464,0.3709,0.0464,0.3709,0.0464,0.3709
SE,1,fsla_M1,2,667,,,866.8525,11.7783,98.5277,10098.0548,11899.2920,v1_fsla_dispatcher,0.0000,20000.0000,0.0464,0.3709,0.0464,0.3709,0.0464,0.3709,0.0464,0.3709
SE,1,fsla_M1,3,667,,,765.1275,11.7224,98.5347,8904.5269,10542.6124,v1_fsla_dispatcher,0.0000,20000.0000,0.0534,0.4268,0.0534,0.4268,0.0534,0.4268,0.0534,0.4268
SE,1,fsla_M1,4,667,,,866.8525,11.7783,98.5277,10097.8237,11908.0628,v1_fsla_dispatcher,0.0000,20000.0000,0.0464,0.3709,0.0464,0.3709,0.0464,0.3709,0.0464,0.3709
SE,1,fsla_M1,5,667,,,866.8525,11.7783,98.5277,10098.2373,11894.5375,v1_fsla_dispatcher,0.0000,20000.0000,0.0464,0.3709,0.0464,0.3709,0.0464,0.3709,0.0464,0.3709
SE,1,fsla_M1,6,667,,,866.8525,11.7783,98.5277,10098.1112,11894.7149,v1_fsla_dispatcher,0.0000,20000.0000,0.0464,0.3709,0.0464,0.3709,0.0464,0.3709,0.0464,0.3709
