country,mw,nodes,layer,mechanism,seed,n_jobs,energy_kwh,co2_g_it,co2_g_facility,co2_tonnes_y,cfe_pct,cfe_abs_pct,ci_weighted_mean,p50_slowdown,p95_slowdown,p99_slowdown,avg_pue,jain_fairness,cfe_lift_pp_vs_none,cfe_abs_lift_pp_vs_none,ci_weighted_lift_g,co2_avoided_tonnes_y,delta_facility_pp
IT,1.0000,667,fsla,none,20260517,1994,6375.8483,1503892.2356,1824509.8563,18.2974,60.9331,0.0000,247.2737,16.3300,181.0000,469.4052,1.1681,0.9507,0.0000,0.0000,0.0000,0.0000,0.0000
IT,1.0000,667,fsla,M0,20260517,1994,6378.2154,1493048.6038,1834535.1672,18.1654,61.9020,0.0000,246.9894,15.0797,170.7893,451.3987,1.2287,0.9343,0.9689,0.0000,0.2843,0.1319,-0.5495
IT,1.0000,667,fsla,M1,20260517,1994,6378.2154,1493048.6038,1834535.1672,18.1654,61.9020,0.0000,246.9894,15.0797,170.7893,451.3987,1.2287,0.9343,0.9689,0.0000,0.2843,0.1319,-0.5495
IT,1.0000,667,fsla,M2,20260517,1994,6378.2154,1493048.6038,1834535.1672,18.1654,61.9020,0.0000,246.9894,15.0797,170.7893,451.3987,1.2287,0.9343,0.9689,0.0000,0.2843,0.1319,-0.5495
IT,1.0000,667,fsla,M3,20260517,1994,6378.2154,1493048.6038,1834535.1672,18.1654,61.9020,0.0000,246.9894,15.0797,170.7893,451.3987,1.2287,0.9343,0.9689,0.0000,0.2843,0.1319,-0.5495
IT,1.0000,667,pue,none,20260517,1994,12196.5000,2899604.0796,3432164.6783,35.2785,59.9210,0.0000,247.1356,15.4610,172.6894,457.1975,1.2173,0.8248,0.0000,0.0000,0.0000,0.0000,0.0000
IT,1.0000,667,pue,GridPilot-PUE,20260517,1994,6378.2154,1488287.8436,1841755.9998,18.1075,62.3065,0.0000,247.0515,14.2135,157.5217,411.2177,1.2202,0.9395,2.3855,0.0000,0.0841,17.1710,46.3384
IT,1.0000,667,fsla,none,20260518,1994,6375.8483,1503892.2356,1824509.8563,18.2974,60.9331,0.0000,247.2737,16.3300,181.0000,469.4052,1.1681,0.8974,0.0000,0.0000,0.0000,0.0000,0.0000
IT,1.0000,667,fsla,M0,20260518,1994,6378.2154,1494854.8280,1832431.7448,18.1874,61.7485,0.0000,247.1349,15.4610,172.6894,457.1975,1.2173,0.9483,0.8154,0.0000,0.1389,0.1100,-0.4342
IT,1.0000,667,fsla,M1,20260518,1994,6378.2154,1494854.8280,1832431.7448,18.1874,61.7485,0.0000,247.1349,15.4610,172.6894,457.1975,1.2173,0.9483,0.8154,0.0000,0.1389,0.1100,-0.4342
IT,1.0000,667,fsla,M2,20260518,1994,6378.2154,1494854.8280,1832431.7448,18.1874,61.7485,0.0000,247.1349,15.4610,172.6894,457.1975,1.2173,0.9483,0.8154,0.0000,0.1389,0.1100,-0.4342
IT,1.0000,667,fsla,M3,20260518,1994,6378.2154,1494854.8280,1832431.7448,18.1874,61.7485,0.0000,247.1349,15.4610,172.6894,457.1975,1.2173,0.9483,0.8154,0.0000,0.1389,0.1100,-0.4342
IT,1.0000,667,pue,none,20260518,1994,12196.5000,2899604.0796,3432164.6783,35.2785,59.9210,0.0000,247.1356,15.4610,172.6894,457.1975,1.2173,0.9484,0.0000,0.0000,0.0000,0.0000,0.0000
IT,1.0000,667,pue,GridPilot-PUE,20260518,1994,6378.2154,1477987.3340,1828721.4652,17.9822,63.1818,0.0000,246.6445,14.2801,154.6558,411.2177,1.1869,0.9534,3.2608,0.0000,0.4911,17.2963,46.7181
IT,1.0000,667,fsla,none,20260519,1994,6375.8483,1503892.2356,1824509.8563,18.2974,60.9331,0.0000,247.2737,16.3300,181.0000,469.4052,1.1681,0.8431,0.0000,0.0000,0.0000,0.0000,0.0000
IT,1.0000,667,fsla,M0,20260519,1994,6378.2154,1489823.3568,1824070.4236,18.1262,62.1760,0.0000,247.1470,15.0185,168.4242,424.2234,1.1833,0.7204,1.2429,0.0000,0.1267,0.1712,0.0241
IT,1.0000,667,fsla,M1,20260519,1994,6378.2154,1489823.3568,1824070.4236,18.1262,62.1760,0.0000,247.1470,15.0185,168.4242,424.2234,1.1833,0.7204,1.2429,0.0000,0.1267,0.1712,0.0241
IT,1.0000,667,fsla,M2,20260519,1994,6378.2154,1489823.3568,1824070.4236,18.1262,62.1760,0.0000,247.1470,15.0185,168.4242,424.2234,1.1833,0.7204,1.2429,0.0000,0.1267,0.1712,0.0241
IT,1.0000,667,fsla,M3,20260519,1994,6378.2154,1489823.3568,1824070.4236,18.1262,62.1760,0.0000,247.1470,15.0185,168.4242,424.2234,1.1833,0.7204,1.2429,0.0000,0.1267,0.1712,0.0241
IT,1.0000,667,pue,none,20260519,1994,12196.5000,2899604.0796,3432164.6783,35.2785,59.9210,0.0000,247.1356,15.4610,172.6894,457.1975,1.2173,0.7260,0.0000,0.0000,0.0000,0.0000,0.0000
IT,1.0000,667,pue,GridPilot-PUE,20260519,1994,6378.2154,1487492.6596,1720476.8698,18.0978,62.3741,0.0000,247.2829,14.1739,157.1212,411.2177,1.2110,0.7520,2.4531,0.0000,-0.1473,17.1807,49.8720
IT,1.0000,667,fsla,none,20260520,1994,6375.8483,1503892.2356,1824509.8563,18.2974,60.9331,0.0000,247.2737,16.3300,181.0000,469.4052,1.1681,0.8784,0.0000,0.0000,0.0000,0.0000,0.0000
IT,1.0000,667,fsla,M0,20260520,1994,6378.2154,1494843.6840,1834658.7007,18.1873,61.7494,0.0000,247.1174,15.2482,171.5512,457.1975,1.2196,0.0205,0.8163,0.0000,0.1563,0.1101,-0.5563
IT,1.0000,667,fsla,M1,20260520,1994,6378.2154,1494843.6840,1834658.7007,18.1873,61.7494,0.0000,247.1174,15.2482,171.5512,457.1975,1.2196,0.0205,0.8163,0.0000,0.1563,0.1101,-0.5563
IT,1.0000,667,fsla,M2,20260520,1994,6378.2154,1494843.6840,1834658.7007,18.1873,61.7494,0.0000,247.1174,15.2482,171.5512,457.1975,1.2196,0.0205,0.8163,0.0000,0.1563,0.1101,-0.5563
IT,1.0000,667,fsla,M3,20260520,1994,6378.2154,1494843.6840,1834658.7007,18.1873,61.7494,0.0000,247.1174,15.2482,171.5512,457.1975,1.2196,0.0205,0.8163,0.0000,0.1563,0.1101,-0.5563
IT,1.0000,667,pue,none,20260520,1994,12196.5000,2899604.0796,3432164.6783,35.2785,59.9210,0.0000,247.1356,15.4610,172.6894,457.1975,1.2173,0.7624,0.0000,0.0000,0.0000,0.0000,0.0000
IT,1.0000,667,pue,GridPilot-PUE,20260520,1994,6378.2154,1484992.1124,1827666.6215,18.0674,62.5866,0.0000,246.5357,14.3222,157.9583,411.2177,1.1968,0.8530,2.6655,0.0000,0.5999,17.2111,46.7489
IT,1.0000,667,fsla,none,20260521,1994,6375.8483,1503892.2356,1824509.8563,18.2974,60.9331,0.0000,247.2737,16.3300,181.0000,469.4052,1.1681,0.0205,0.0000,0.0000,0.0000,0.0000,0.0000
IT,1.0000,667,fsla,M0,20260521,1994,6378.2154,1494861.3066,1832437.4441,18.1875,61.7479,0.0000,247.1356,15.4610,172.6894,457.1975,1.2173,0.7025,0.8148,0.0000,0.1381,0.1099,-0.4345
IT,1.0000,667,fsla,M1,20260521,1994,6378.2154,1494861.3066,1832437.4441,18.1875,61.7479,0.0000,247.1356,15.4610,172.6894,457.1975,1.2173,0.7025,0.8148,0.0000,0.1381,0.1099,-0.4345
IT,1.0000,667,fsla,M2,20260521,1994,6378.2154,1494861.3066,1832437.4441,18.1875,61.7479,0.0000,247.1356,15.4610,172.6894,457.1975,1.2173,0.7025,0.8148,0.0000,0.1381,0.1099,-0.4345
IT,1.0000,667,fsla,M3,20260521,1994,6378.2154,1494861.3066,1832437.4441,18.1875,61.7479,0.0000,247.1356,15.4610,172.6894,457.1975,1.2173,0.7025,0.8148,0.0000,0.1381,0.1099,-0.4345
IT,1.0000,667,pue,none,20260521,1994,12196.5000,2899604.0796,3432164.6783,35.2785,59.9210,0.0000,247.1356,15.4610,172.6894,457.1975,1.2173,0.7021,0.0000,0.0000,0.0000,0.0000,0.0000
IT,1.0000,667,pue,GridPilot-PUE,20260521,1994,6378.2154,1481909.4240,1827129.9361,18.0299,62.8485,0.0000,246.5151,14.4288,159.0564,411.2177,1.1397,0.7319,2.9275,0.0000,0.6205,17.2486,46.7645
IT,1.0000,667,fsla,none,20260522,1994,6375.8483,1503892.2356,1824509.8563,18.2974,60.9331,0.0000,247.2737,16.3300,181.0000,469.4052,1.1681,0.9089,0.0000,0.0000,0.0000,0.0000,0.0000
IT,1.0000,667,fsla,M0,20260522,1994,6378.2154,1485647.8151,1835229.7799,18.0754,62.5309,0.0000,246.6557,15.0694,167.2353,424.2234,1.1773,0.5216,1.5977,0.0000,0.6181,0.2220,-0.5876
IT,1.0000,667,fsla,M1,20260522,1994,6378.2154,1485647.8151,1835229.7799,18.0754,62.5309,0.0000,246.6557,15.0694,167.2353,424.2234,1.1773,0.5216,1.5977,0.0000,0.6181,0.2220,-0.5876
IT,1.0000,667,fsla,M2,20260522,1994,6378.2154,1485647.8151,1835229.7799,18.0754,62.5309,0.0000,246.6557,15.0694,167.2353,424.2234,1.1773,0.5216,1.5977,0.0000,0.6181,0.2220,-0.5876
IT,1.0000,667,fsla,M3,20260522,1994,6378.2154,1485647.8151,1835229.7799,18.0754,62.5309,0.0000,246.6557,15.0694,167.2353,424.2234,1.1773,0.5216,1.5977,0.0000,0.6181,0.2220,-0.5876
IT,1.0000,667,pue,none,20260522,1994,12196.5000,2899604.0796,3432164.6783,35.2785,59.9210,0.0000,247.1356,15.4610,172.6894,457.1975,1.2173,0.8893,0.0000,0.0000,0.0000,0.0000,0.0000
IT,1.0000,667,pue,GridPilot-PUE,20260522,1994,6378.2154,1491251.5249,1841074.3586,18.1436,62.0547,0.0000,247.0275,14.3783,162.2634,411.2177,1.1870,0.8609,2.1337,0.0000,0.1081,17.1350,46.3582
IT,1.0000,667,fsla,none,20260523,1994,6375.8483,1503892.2356,1824509.8563,18.2974,60.9331,0.0000,247.2737,16.3300,181.0000,469.4052,1.1681,0.9278,0.0000,0.0000,0.0000,0.0000,0.0000
IT,1.0000,667,fsla,M0,20260523,1994,6378.2154,1487665.4243,1825095.0231,18.0999,62.3594,0.0000,246.7982,15.0694,170.2309,424.2234,1.1880,0.9203,1.4263,0.0000,0.4756,0.1974,-0.0321
IT,1.0000,667,fsla,M1,20260523,1994,6378.2154,1487665.4243,1825095.0231,18.0999,62.3594,0.0000,246.7982,15.0694,170.2309,424.2234,1.1880,0.9203,1.4263,0.0000,0.4756,0.1974,-0.0321
IT,1.0000,667,fsla,M2,20260523,1994,6378.2154,1487665.4243,1825095.0231,18.0999,62.3594,0.0000,246.7982,15.0694,170.2309,424.2234,1.1880,0.9203,1.4263,0.0000,0.4756,0.1974,-0.0321
IT,1.0000,667,fsla,M3,20260523,1994,6378.2154,1487665.4243,1825095.0231,18.0999,62.3594,0.0000,246.7982,15.0694,170.2309,424.2234,1.1880,0.9203,1.4263,0.0000,0.4756,0.1974,-0.0321
IT,1.0000,667,pue,none,20260523,1994,12196.5000,2899604.0796,3432164.6783,35.2785,59.9210,0.0000,247.1356,15.4610,172.6894,457.1975,1.2173,0.9139,0.0000,0.0000,0.0000,0.0000,0.0000
IT,1.0000,667,pue,GridPilot-PUE,20260523,1994,6378.2154,1488422.3289,1841576.8446,18.1091,62.2951,0.0000,246.9160,14.3021,157.9583,411.2177,1.2153,0.7539,2.3741,0.0000,0.2197,17.1694,46.3436
IT,1.0000,667,fsla,none,20260524,1994,6375.8483,1503892.2356,1824509.8563,18.2974,60.9331,0.0000,247.2737,16.3300,181.0000,469.4052,1.1681,0.6827,0.0000,0.0000,0.0000,0.0000,0.0000
IT,1.0000,667,fsla,M0,20260524,1994,6378.2154,1495085.3130,1834994.2716,18.1902,61.7289,0.0000,247.2167,14.9772,170.2309,457.1975,1.2197,0.7115,0.7958,0.0000,0.0571,0.1072,-0.5746
IT,1.0000,667,fsla,M1,20260524,1994,6378.2154,1495085.3130,1834994.2716,18.1902,61.7289,0.0000,247.2167,14.9772,170.2309,457.1975,1.2197,0.7115,0.7958,0.0000,0.0571,0.1072,-0.5746
IT,1.0000,667,fsla,M2,20260524,1994,6378.2154,1495085.3130,1834994.2716,18.1902,61.7289,0.0000,247.2167,14.9772,170.2309,457.1975,1.2197,0.7115,0.7958,0.0000,0.0571,0.1072,-0.5746
IT,1.0000,667,fsla,M3,20260524,1994,6378.2154,1495085.3130,1834994.2716,18.1902,61.7289,0.0000,247.2167,14.9772,170.2309,457.1975,1.2197,0.7115,0.7958,0.0000,0.0571,0.1072,-0.5746
IT,1.0000,667,pue,none,20260524,1994,12196.5000,2899604.0796,3432164.6783,35.2785,59.9210,0.0000,247.1356,15.4610,172.6894,457.1975,1.2173,0.7062,0.0000,0.0000,0.0000,0.0000,0.0000
IT,1.0000,667,pue,GridPilot-PUE,20260524,1994,6378.2154,1490064.3515,1840579.6830,18.1291,62.1556,0.0000,247.0955,14.2958,160.7182,411.2177,1.1939,0.7328,2.2345,0.0000,0.0401,17.1494,46.3726
IT,10.0000,6667,fsla,none,20260517,1994,60314.7771,14121912.6617,29947945.4529,171.8166,61.8742,0.0000,246.8828,15.1422,172.4286,457.1975,2.0069,0.8622,0.0000,0.0000,0.0000,0.0000,0.0000
IT,10.0000,6667,fsla,M0,20260517,1994,60331.3467,14052984.0119,30113118.4016,170.9780,62.5283,0.0000,247.1781,14.1547,157.1212,411.2177,2.0246,0.9424,0.6541,0.0000,-0.2952,0.8386,-0.5515
IT,10.0000,6667,fsla,M1,20260517,1994,60331.3467,14052984.0119,30113118.4016,170.9780,62.5283,0.0000,247.1781,14.1547,157.1212,411.2177,2.0246,0.9424,0.6541,0.0000,-0.2952,0.8386,-0.5515
IT,10.0000,6667,fsla,M2,20260517,1994,60331.3467,14052984.0119,30113118.4016,170.9780,62.5283,0.0000,247.1781,14.1547,157.1212,411.2177,2.0246,0.9424,0.6541,0.0000,-0.2952,0.8386,-0.5515
IT,10.0000,6667,fsla,M3,20260517,1994,60331.3467,14052984.0119,30113118.4016,170.9780,62.5283,0.0000,247.1781,14.1547,157.1212,411.2177,2.0246,0.9424,0.6541,0.0000,-0.2952,0.8386,-0.5515
IT,10.0000,6667,pue,none,20260517,1994,115401.0000,27378649.8084,58568014.4208,333.1069,60.1881,0.0000,247.3041,14.2801,159.1382,411.2177,2.0330,0.9412,0.0000,0.0000,0.0000,0.0000,0.0000
IT,10.0000,6667,pue,GridPilot-PUE,20260517,1994,60331.3467,14060954.9131,29919255.7678,171.0750,62.4567,0.0000,248.3955,13.2012,144.6271,377.5530,2.0358,0.9359,2.2686,0.0000,-1.0914,162.0320,48.9154
IT,10.0000,6667,fsla,none,20260518,1994,60314.7771,14121912.6617,29947945.4529,171.8166,61.8742,0.0000,246.8828,15.1422,172.4286,457.1975,2.0069,0.9237,0.0000,0.0000,0.0000,0.0000,0.0000
IT,10.0000,6667,fsla,M0,20260518,1994,60331.3467,14070918.3869,30035089.0646,171.1962,62.3672,0.0000,247.3074,14.2801,159.1382,411.2177,2.0330,0.9436,0.4930,0.0000,-0.4246,0.6204,-0.2910
IT,10.0000,6667,fsla,M1,20260518,1994,60331.3467,14070918.3869,30035089.0646,171.1962,62.3672,0.0000,247.3074,14.2801,159.1382,411.2177,2.0330,0.9436,0.4930,0.0000,-0.4246,0.6204,-0.2910
IT,10.0000,6667,fsla,M2,20260518,1994,60331.3467,14070918.3869,30035089.0646,171.1962,62.3672,0.0000,247.3074,14.2801,159.1382,411.2177,2.0330,0.9436,0.4930,0.0000,-0.4246,0.6204,-0.2910
IT,10.0000,6667,fsla,M3,20260518,1994,60331.3467,14070918.3869,30035089.0646,171.1962,62.3672,0.0000,247.3074,14.2801,159.1382,411.2177,2.0330,0.9436,0.4930,0.0000,-0.4246,0.6204,-0.2910
IT,10.0000,6667,pue,none,20260518,1994,115401.0000,27378649.8084,58568014.4208,333.1069,60.1881,0.0000,247.3041,14.2801,159.1382,411.2177,2.0330,0.9434,0.0000,0.0000,0.0000,0.0000,0.0000
IT,10.0000,6667,pue,GridPilot-PUE,20260518,1994,60331.3467,13989203.9181,30264193.7192,170.2020,63.1012,0.0000,248.0297,13.2012,144.3850,375.7242,2.0940,0.9255,2.9132,0.0000,-0.7256,162.9049,48.3264
IT,10.0000,6667,fsla,none,20260519,1994,60314.7771,14121912.6617,29947945.4529,171.8166,61.8742,0.0000,246.8828,15.1422,172.4286,457.1975,2.0069,0.7309,0.0000,0.0000,0.0000,0.0000,0.0000
IT,10.0000,6667,fsla,M0,20260519,1994,60331.3467,14030373.2060,30387830.9982,170.7029,62.7314,0.0000,247.2877,14.0810,152.9736,411.2177,2.0868,0.0201,0.8572,0.0000,-0.4048,1.1137,-1.4688
IT,10.0000,6667,fsla,M1,20260519,1994,60331.3467,14030373.2060,30387830.9982,170.7029,62.7314,0.0000,247.2877,14.0810,152.9736,411.2177,2.0868,0.0201,0.8572,0.0000,-0.4048,1.1137,-1.4688
IT,10.0000,6667,fsla,M2,20260519,1994,60331.3467,14030373.2060,30387830.9982,170.7029,62.7314,0.0000,247.2877,14.0810,152.9736,411.2177,2.0868,0.0201,0.8572,0.0000,-0.4048,1.1137,-1.4688
IT,10.0000,6667,fsla,M3,20260519,1994,60331.3467,14030373.2060,30387830.9982,170.7029,62.7314,0.0000,247.2877,14.0810,152.9736,411.2177,2.0868,0.0201,0.8572,0.0000,-0.4048,1.1137,-1.4688
IT,10.0000,6667,pue,none,20260519,1994,115401.0000,27378649.8084,58568014.4208,333.1069,60.1881,0.0000,247.3041,14.2801,159.1382,411.2177,2.0330,0.0201,0.0000,0.0000,0.0000,0.0000,0.0000
IT,10.0000,6667,pue,GridPilot-PUE,20260519,1994,60331.3467,14074759.8168,29802229.0402,171.2429,62.3327,0.0000,248.5183,13.2202,144.6271,377.5530,1.9650,0.7595,2.1446,0.0000,-1.2142,161.8640,49.1152
IT,10.0000,6667,fsla,none,20260520,1994,60314.7771,14121912.6617,29947945.4529,171.8166,61.8742,0.0000,246.8828,15.1422,172.4286,457.1975,2.0069,0.8020,0.0000,0.0000,0.0000,0.0000,0.0000
IT,10.0000,6667,fsla,M0,20260520,1994,60331.3467,14065772.3521,30053844.0638,171.1336,62.4134,0.0000,247.3169,14.2135,158.8130,411.2177,2.0313,0.8178,0.5392,0.0000,-0.4340,0.6830,-0.3536
IT,10.0000,6667,fsla,M1,20260520,1994,60331.3467,14065772.3521,30053844.0638,171.1336,62.4134,0.0000,247.3169,14.2135,158.8130,411.2177,2.0313,0.8178,0.5392,0.0000,-0.4340,0.6830,-0.3536
IT,10.0000,6667,fsla,M2,20260520,1994,60331.3467,14065772.3521,30053844.0638,171.1336,62.4134,0.0000,247.3169,14.2135,158.8130,411.2177,2.0313,0.8178,0.5392,0.0000,-0.4340,0.6830,-0.3536
IT,10.0000,6667,fsla,M3,20260520,1994,60331.3467,14065772.3521,30053844.0638,171.1336,62.4134,0.0000,247.3169,14.2135,158.8130,411.2177,2.0313,0.8178,0.5392,0.0000,-0.4340,0.6830,-0.3536
IT,10.0000,6667,pue,none,20260520,1994,115401.0000,27378649.8084,58568014.4208,333.1069,60.1881,0.0000,247.3041,14.2801,159.1382,411.2177,2.0330,0.8214,0.0000,0.0000,0.0000,0.0000,0.0000
IT,10.0000,6667,pue,GridPilot-PUE,20260520,1994,60331.3467,14025836.8163,29762150.4645,170.6477,62.7722,0.0000,247.4009,13.6504,149.7963,377.5530,1.9672,0.8595,2.5841,0.0000,-0.0968,162.4592,49.1836
IT,10.0000,6667,fsla,none,20260521,1994,60314.7771,14121912.6617,29947945.4529,171.8166,61.8742,0.0000,246.8828,15.1422,172.4286,457.1975,2.0069,0.0205,0.0000,0.0000,0.0000,0.0000,0.0000
IT,10.0000,6667,fsla,M0,20260521,1994,60331.3467,14070664.1127,30034670.9429,171.1931,62.3695,0.0000,247.3041,14.2801,159.1382,411.2177,2.0330,0.7403,0.4952,0.0000,-0.4213,0.6235,-0.2896
IT,10.0000,6667,fsla,M1,20260521,1994,60331.3467,14070664.1127,30034670.9429,171.1931,62.3695,0.0000,247.3041,14.2801,159.1382,411.2177,2.0330,0.7403,0.4952,0.0000,-0.4213,0.6235,-0.2896
IT,10.0000,6667,fsla,M2,20260521,1994,60331.3467,14070664.1127,30034670.9429,171.1931,62.3695,0.0000,247.3041,14.2801,159.1382,411.2177,2.0330,0.7403,0.4952,0.0000,-0.4213,0.6235,-0.2896
IT,10.0000,6667,fsla,M3,20260521,1994,60331.3467,14070664.1127,30034670.9429,171.1931,62.3695,0.0000,247.3041,14.2801,159.1382,411.2177,2.0330,0.7403,0.4952,0.0000,-0.4213,0.6235,-0.2896
IT,10.0000,6667,pue,none,20260521,1994,115401.0000,27378649.8084,58568014.4208,333.1069,60.1881,0.0000,247.3041,14.2801,159.1382,411.2177,2.0330,0.7399,0.0000,0.0000,0.0000,0.0000,0.0000
IT,10.0000,6667,pue,GridPilot-PUE,20260521,1994,60331.3467,13996698.4851,30085521.5655,170.2932,63.0339,0.0000,247.2715,13.6671,149.0162,377.5530,2.0370,0.7549,2.8458,0.0000,0.0326,162.8137,48.6315
IT,10.0000,6667,fsla,none,20260522,1994,60314.7771,14121912.6617,29947945.4529,171.8166,61.8742,0.0000,246.8828,15.1422,172.4286,457.1975,2.0069,0.8981,0.0000,0.0000,0.0000,0.0000,0.0000
IT,10.0000,6667,fsla,M0,20260522,1994,60331.3467,13991810.7039,29853559.0349,170.2337,63.0778,0.0000,246.8410,14.1227,152.4839,411.2177,1.9989,0.8581,1.2036,0.0000,0.0418,1.5829,0.3152
IT,10.0000,6667,fsla,M1,20260522,1994,60331.3467,13991810.7039,29853559.0349,170.2337,63.0778,0.0000,246.8410,14.1227,152.4839,411.2177,1.9989,0.8581,1.2036,0.0000,0.0418,1.5829,0.3152
IT,10.0000,6667,fsla,M2,20260522,1994,60331.3467,13991810.7039,29853559.0349,170.2337,63.0778,0.0000,246.8410,14.1227,152.4839,411.2177,1.9989,0.8581,1.2036,0.0000,0.0418,1.5829,0.3152
IT,10.0000,6667,fsla,M3,20260522,1994,60331.3467,13991810.7039,29853559.0349,170.2337,63.0778,0.0000,246.8410,14.1227,152.4839,411.2177,1.9989,0.8581,1.2036,0.0000,0.0418,1.5829,0.3152
IT,10.0000,6667,pue,none,20260522,1994,115401.0000,27378649.8084,58568014.4208,333.1069,60.1881,0.0000,247.3041,14.2801,159.1382,411.2177,2.0330,0.8626,0.0000,0.0000,0.0000,0.0000,0.0000
IT,10.0000,6667,pue,GridPilot-PUE,20260522,1994,60331.3467,14063522.9066,29859243.9647,171.1062,62.4336,0.0000,247.4705,13.7096,151.2749,410.1634,1.9891,0.8484,2.2455,0.0000,-0.1664,162.0007,49.0178
IT,10.0000,6667,fsla,none,20260523,1994,60314.7771,14121912.6617,29947945.4529,171.8166,61.8742,0.0000,246.8828,15.1422,172.4286,457.1975,2.0069,0.8985,0.0000,0.0000,0.0000,0.0000,0.0000
IT,10.0000,6667,fsla,M0,20260523,1994,60331.3467,14006162.4047,30308797.7275,170.4083,62.9489,0.0000,247.0278,14.1227,152.4839,411.2177,2.0821,0.8890,1.0747,0.0000,-0.1449,1.4083,-1.2049
IT,10.0000,6667,fsla,M1,20260523,1994,60331.3467,14006162.4047,30308797.7275,170.4083,62.9489,0.0000,247.0278,14.1227,152.4839,411.2177,2.0821,0.8890,1.0747,0.0000,-0.1449,1.4083,-1.2049
IT,10.0000,6667,fsla,M2,20260523,1994,60331.3467,14006162.4047,30308797.7275,170.4083,62.9489,0.0000,247.0278,14.1227,152.4839,411.2177,2.0821,0.8890,1.0747,0.0000,-0.1449,1.4083,-1.2049
IT,10.0000,6667,fsla,M3,20260523,1994,60331.3467,14006162.4047,30308797.7275,170.4083,62.9489,0.0000,247.0278,14.1227,152.4839,411.2177,2.0821,0.8890,1.0747,0.0000,-0.1449,1.4083,-1.2049
IT,10.0000,6667,pue,none,20260523,1994,115401.0000,27378649.8084,58568014.4208,333.1069,60.1881,0.0000,247.3041,14.2801,159.1382,411.2177,2.0330,0.9322,0.0000,0.0000,0.0000,0.0000,0.0000
IT,10.0000,6667,pue,GridPilot-PUE,20260523,1994,60331.3467,14053436.5493,29903756.2212,170.9835,62.5242,0.0000,248.1846,13.5072,149.0162,377.5530,2.0431,0.8411,2.3361,0.0000,-0.8805,162.1234,48.9418
IT,10.0000,6667,fsla,none,20260524,1994,60314.7771,14121912.6617,29947945.4529,171.8166,61.8742,0.0000,246.8828,15.1422,172.4286,457.1975,2.0069,0.7087,0.0000,0.0000,0.0000,0.0000,0.0000
IT,10.0000,6667,fsla,M0,20260524,1994,60331.3467,14074638.7303,30086590.1620,171.2414,62.3337,0.0000,247.5695,14.1739,157.5217,411.2177,2.0301,0.7331,0.4595,0.0000,-0.6867,0.5752,-0.4630
IT,10.0000,6667,fsla,M1,20260524,1994,60331.3467,14074638.7303,30086590.1620,171.2414,62.3337,0.0000,247.5695,14.1739,157.5217,411.2177,2.0301,0.7331,0.4595,0.0000,-0.6867,0.5752,-0.4630
IT,10.0000,6667,fsla,M2,20260524,1994,60331.3467,14074638.7303,30086590.1620,171.2414,62.3337,0.0000,247.5695,14.1739,157.5217,411.2177,2.0301,0.7331,0.4595,0.0000,-0.6867,0.5752,-0.4630
IT,10.0000,6667,fsla,M3,20260524,1994,60331.3467,14074638.7303,30086590.1620,171.2414,62.3337,0.0000,247.5695,14.1739,157.5217,411.2177,2.0301,0.7331,0.4595,0.0000,-0.6867,0.5752,-0.4630
IT,10.0000,6667,pue,none,20260524,1994,115401.0000,27378649.8084,58568014.4208,333.1069,60.1881,0.0000,247.3041,14.2801,159.1382,411.2177,2.0330,0.7360,0.0000,0.0000,0.0000,0.0000,0.0000
IT,10.0000,6667,pue,GridPilot-PUE,20260524,1994,60331.3467,14059903.8726,29882919.9278,171.0622,62.4661,0.0000,248.2373,13.5072,149.0162,411.2177,1.9808,0.7565,2.2780,0.0000,-0.9332,162.0447,48.9774
IT,50.0000,33333,fsla,none,20260517,1994,300022.1538,70217241.4561,1559546291.7134,854.3098,61.9266,0.0000,246.9522,15.0694,170.7893,451.3987,19.8421,0.7223,0.0000,0.0000,0.0000,0.0000,0.0000
IT,50.0000,33333,fsla,M0,20260517,1994,300102.6346,69875717.3263,1588911655.3692,850.1546,62.5774,0.0000,247.2710,14.0970,152.9736,411.2177,20.3068,0.9382,0.6508,0.0000,-0.3188,4.1552,-1.8829
IT,50.0000,33333,fsla,M1,20260517,1994,300102.6346,69875717.3263,1588911655.3692,850.1546,62.5774,0.0000,247.2710,14.0970,152.9736,411.2177,20.3068,0.9382,0.6508,0.0000,-0.3188,4.1552,-1.8829
IT,50.0000,33333,fsla,M2,20260517,1994,300102.6346,69875717.3263,1588911655.3692,850.1546,62.5774,0.0000,247.2710,14.0970,152.9736,411.2177,20.3068,0.9382,0.6508,0.0000,-0.3188,4.1552,-1.8829
IT,50.0000,33333,fsla,M3,20260517,1994,300102.6346,69875717.3263,1588911655.3692,850.1546,62.5774,0.0000,247.2710,14.0970,152.9736,411.2177,20.3068,0.9382,0.6508,0.0000,-0.3188,4.1552,-1.8829
IT,50.0000,33333,pue,none,20260517,1994,573970.5000,136146526.4282,3101180277.4844,1656.4494,60.2134,0.0000,247.2971,14.1739,157.9583,411.2177,20.4587,0.9216,0.0000,0.0000,0.0000,0.0000,0.0000
IT,50.0000,33333,pue,GridPilot-PUE,20260517,1994,300102.6346,69916419.6527,1565899564.2550,850.6498,62.5039,0.0000,248.5487,13.2012,147.0844,377.5530,20.5046,0.9382,2.2905,0.0000,-1.2516,805.7996,49.5063
