t,gpu_index,power_w,sm_clock_mhz,util_gpu,pcap_set,rapl_pkg_uj
2.5169,1,195.48,1327,1.0,,197815729674
2.5169,2,196.87,1320,1.0,,197815729674
2.5372,0,189.87,1305,1.0,,197817113765
2.5372,1,193.43,1327,1.0,,197817113765
2.5372,2,196.39,1320,1.0,,197817113765
2.5567,0,189.03,1305,1.0,,197818446952
2.5567,1,191.16,1327,1.0,,197818446952
2.5567,2,194.95,1320,1.0,,197818446952
2.5766,0,192.76,1305,1.0,,197819845020
2.5766,1,195.00,1327,1.0,,197819845020
2.5766,2,198.80,1320,1.0,,197819845020
2.6016,0,191.32,1335,1.0,,197821583175
2.6016,1,194.04,1327,1.0,,197821583175
2.6016,2,198.19,1320,1.0,,197821583175
2.6173,0,196.61,1335,1.0,,197822688152
2.6173,1,194.39,1327,1.0,,197822688152
2.6173,2,196.74,1320,1.0,,197822688152
2.6376,0,195.17,1335,1.0,,197824086830
2.6376,1,192.95,1327,1.0,,197824086830
2.6376,2,196.26,1320,1.0,,197824086830
2.6662,0,195.65,1335,1.0,,197826102450
2.6662,1,198.23,1335,1.0,,197826102450
2.6662,2,195.78,1320,1.0,,197826102450
2.6905,0,196.61,1335,1.0,,197827775664
2.6905,1,199.19,1335,1.0,,197827775664
2.6905,2,194.82,1320,1.0,,197827775664
2.7106,0,195.17,1335,1.0,,197829174464
2.7106,1,198.71,1327,1.0,,197829174464
2.7106,2,197.23,1320,1.0,,197829174464
2.7381,0,197.09,1335,1.0,,197831057760
2.7381,1,194.87,1327,1.0,,197831057760
2.7381,2,196.26,1320,1.0,,197831057760
2.7577,0,197.09,1335,1.0,,197832457536
2.7577,1,192.95,1327,1.0,,197832457536
2.7577,2,195.78,1320,1.0,,197832457536
2.7777,0,195.17,1335,1.0,,197833852186
2.7777,1,193.08,1327,1.0,,197833852186
2.7777,2,195.30,1320,1.0,,197833852186
2.7983,0,196.13,1335,1.0,,197835268625
2.7983,1,196.92,1327,1.0,,197835268625
2.7983,2,199.29,1320,1.0,,197835268625
2.8183,0,194.69,1335,1.0,,197836655402
2.8183,1,193.43,1327,1.0,,197836655402
2.8183,2,198.32,1320,1.0,,197836655402
2.8387,0,198.54,1335,1.0,,197838041629
2.8387,1,194.52,1327,1.0,,197838041629
2.8387,2,197.36,1320,1.0,,197838041629
2.8580,0,196.13,1335,1.0,,197839431334
2.8580,1,194.04,1327,1.0,,197839431334
2.8580,2,196.39,1320,1.0,,197839431334
2.8780,0,196.61,1335,1.0,,197840748409
2.8780,1,194.04,1327,1.0,,197840748409
2.8780,2,195.78,1320,1.0,,197840748409
2.8985,0,195.17,1335,1.0,,197842171135
2.8985,1,195.83,1327,1.0,,197842171135
2.8985,2,199.15,1320,1.0,,197842171135
2.9188,0,194.69,1335,1.0,,197843538196
2.9188,1,194.87,1327,1.0,,197843538196
2.9188,2,198.32,1320,1.0,,197843538196
2.9387,0,197.58,1335,1.0,,197844896591
2.9387,1,194.52,1327,1.0,,197844896591
2.9387,2,197.36,1320,1.0,,197844896591
2.9589,0,197.58,1335,1.0,,197846264813
2.9589,1,195.48,1327,1.0,,197846264813
2.9589,2,196.39,1320,1.0,,197846264813
2.9783,0,197.58,1335,1.0,,197847623086
2.9783,1,192.47,1327,1.0,,197847623086
2.9783,2,195.56,1320,1.0,,197847623086
2.9987,0,195.65,1335,1.0,,197848991674
2.9987,1,191.64,1327,1.0,,197848991674
2.9987,2,199.77,1320,1.0,,197848991674
3.0187,0,196.13,1335,1.0,,197850354341
3.0187,1,195.00,1327,1.0,,197850354341
3.0187,2,198.80,1320,1.0,,197850354341
3.0387,0,198.54,1335,1.0,,197851664518
3.0387,1,195.96,1327,1.0,,197851664518
3.0387,2,198.32,1320,1.0,,197851664518
3.0587,0,198.54,1335,1.0,,197853113733
3.0587,1,193.43,1327,1.0,,197853113733
3.0587,2,197.36,1320,1.0,,197853113733
3.0787,0,196.96,1335,1.0,,197854426230
3.0787,1,192.60,1327,1.0,,197854426230
3.0787,2,196.39,1320,1.0,,197854426230
3.0987,0,197.09,1335,1.0,,197855806903
3.0987,1,194.17,1327,1.0,,197855806903
3.0987,2,199.15,1320,1.0,,197855806903
3.1189,0,195.65,1335,1.0,,197857200393
3.1189,1,196.92,1327,1.0,,197857200393
3.1189,2,198.19,1320,1.0,,197857200393
3.1392,0,194.69,1335,1.0,,197858647228
3.1392,1,195.00,1327,1.0,,197858647228
3.1392,2,197.23,1320,1.0,,197858647228
3.1594,0,198.06,1335,1.0,,197860028389
3.1594,1,194.04,1327,1.0,,197860028389
3.1594,2,196.26,1320,1.0,,197860028389
3.1789,0,197.58,1335,1.0,,197861340580
3.1789,1,193.56,1327,1.0,,197861340580
3.1789,2,195.43,1320,1.0,,197861340580
3.1989,0,198.06,1335,1.0,,197862725525
3.1989,1,194.04,1327,1.0,,197862725525
3.1989,2,200.25,1320,1.0,,197862725525
3.2191,0,196.00,1335,1.0,,197864089535
3.2191,1,195.83,1327,1.0,,197864089535
3.2191,2,199.77,1320,1.0,,197864089535
3.2391,0,196.13,1335,1.0,,197865454400
3.2391,1,194.52,1327,1.0,,197865454400
3.2391,2,199.29,1320,1.0,,197865454400
3.2591,0,194.69,1335,1.0,,197866820486
3.2591,1,194.04,1327,1.0,,197866820486
3.2591,2,198.80,1320,1.0,,197866820486
3.2791,0,198.54,1335,1.0,,197868203600
3.2791,1,195.48,1327,1.0,,197868203600
3.2791,2,197.36,1320,1.0,,197868203600
3.2991,0,197.09,1335,1.0,,197869585615
3.2991,1,192.47,1327,1.0,,197869585615
3.2991,2,199.29,1320,1.0,,197869585615
3.3193,0,197.09,1335,1.0,,197870954264
3.3193,1,195.48,1327,1.0,,197870954264
3.3193,2,198.80,1320,1.0,,197870954264
3.3399,0,197.09,1335,1.0,,197872381812
3.3399,1,195.00,1327,1.0,,197872381812
3.3399,2,197.84,1320,1.0,,197872381812
3.3599,0,194.69,1335,1.0,,197873746737
3.3599,1,195.96,1327,1.0,,197873746737
3.3599,2,197.36,1320,1.0,,197873746737
3.3793,0,198.54,1335,1.0,,197875044830
3.3793,1,193.56,1327,1.0,,197875044830
3.3793,2,196.39,1320,1.0,,197875044830
3.3998,0,198.06,1335,1.0,,197876415126
3.3998,1,192.12,1327,1.0,,197876415126
3.3998,2,195.91,1320,1.0,,197876415126
3.4196,0,198.54,1335,1.0,,197877795799
3.4196,1,193.56,1327,1.0,,197877795799
3.4196,2,200.25,1320,1.0,,197877795799
3.4396,0,196.61,1335,1.0,,197879177326
3.4396,1,196.44,1327,1.0,,197879177326
3.4396,2,199.29,1320,1.0,,197879177326
3.4596,0,195.65,1335,1.0,,197880557572
3.4596,1,194.39,1327,1.0,,197880557572
3.4596,2,198.80,1320,1.0,,197880557572
3.4796,0,195.65,1335,1.0,,197881955518
3.4796,1,193.08,1327,1.0,,197881955518
3.4796,2,197.84,1320,1.0,,197881955518
